article,candidate,score,publishedAt
get good news swing state poll show wisconsin biden flipped democrat state one watched contest ahead november election,Kamala Harris,0.4404,2024-09-23T21:15:04Z
open major lead among pennsylvania independent poll independent voter mustwin swing state poll currently close,Kamala Harris,0.0,2024-09-19T12:45:48Z
watch address black journalist democratic nominee president talk group wa hostile,Kamala Harris,0.0,2024-09-17T18:36:06Z
imprison people criticizing supreme court rally indiana pennsylvania monday defended supreme court verbal criticism claimed people put prison demented talked arresting people criticizing supreme court claimed v,Kamala Harris,0.2732,2024-09-24T16:55:38Z
vance give dumbest response ever black nazi mark robinson scandal jd vance responded scathing report maga candidate north carolina governor mark robinson ha repeatedly praised robinson left racist sexually graphic comment porn forum nowgop gubernatorial candidate described,Kamala Harris,-0.7351,2024-09-21T13:04:13Z
fan exit rally early hero still talking fortunate enough skip watching donalds rally wilmington nc last night made wise decision held rally four year office narcissist constantly need adoration common theme lately,Kamala Harris,0.7096,2024-09-22T15:40:48Z
tim walz lose ground woman voter minnesota new poll showed woman voter shift male voter shift minnesota,Kamala Harris,-0.4019,2024-09-23T19:45:53Z
tucker carlson launch nicotine brand lying zyn donates tucker carlson announced launch brand nicotine pouch characterizing zyn democrat brand made woman ive used certain brand im embarrassed say made huge company huge donor carlson,Kamala Harris,-0.5267,2024-09-18T14:09:20Z
david muir abc world news tonight suffers rating drop following trumpharris debate muir comoderator linsey davis factchecked former president five time without ever correcting vice president post david muir abc world news tonight suffers rating drop following trumpharris debate first appeared legal,Kamala Harris,-0.6369,2024-09-18T13:00:10Z
extrump aide warns republican strategically disastrous move republican hot water arkansas governor sarah huckabee sander took dig vice president child,Kamala Harris,-0.6486,2024-09-19T02:09:12Z
harold meyerson happened teamster sought endorsement international brotherhood teamster board decided endorsement surprised many people biden administration wa prounion presidency decade administrat,Kamala Harris,0.0,2024-09-21T15:00:00Z
close trust gap economy emily peckaxios emily peck axios close trust gap economy come economy appears closed trust gap seems shaken baggage big picture economy typical,Kamala Harris,0.5106,2024-09-19T11:55:01Z
live update mark robinson scandal put swing state north carolina spotlight gop deal scandal north carolina involving trumpendorsed candidate hold rally wisconsin follow newsweeks live blog,Kamala Harris,-0.4404,2024-09-20T10:35:17Z
national law enforcement group endorses president fernando cervantes jrusa today fernando cervantes jr usa today national law enforcement group endorses president presidential endorsement first police leader community safety coming wa endorsed national fraternal order,Kamala Harris,0.34,2024-09-24T01:55:00Z
full list republican signing letter biden exrepublican member congress national security official including two former administration official endorsed letter,Kamala Harris,0.0,2024-09-20T16:17:38Z
speak abortion georgia plan friday give first abortion speech atlanta address death two georgia woman according senior campaign official highlight dangerous consequence call abortion ban,Kamala Harris,0.0,2024-09-20T10:32:43Z
bill maher tell dems fix insanity far left trumpism wont go away even loss bill maher sticking prediction defeat warned democrat far left continue birth clone post bill maher tell dems fix insanity far left trumpism wont go away e,Kamala Harris,-0.7184,2024-09-17T16:47:12Z
speak abortion georgia seeking tie death two woman policy abc news abc news speak abortion georgia seeking tie death two woman policy warn georgian suspect record official said democratic presidential nominee vice president answer,Kamala Harris,-0.5994,2024-09-20T10:50:00Z
within striking distance tim walzs home state recent poll show may build showing minnesota despite governor vp running mate,Kamala Harris,0.0,2024-09-24T17:37:46Z
fact check springfield murder bidenharris daniel dalecnn daniel dale cnn fact check springfield murder bidenharris facing intense criticism promoting false claim haitian immigrant springfield ohio abducting eating resident pet sen jd vance,Kamala Harris,-0.6908,2024-09-20T20:25:01Z
watch reveal detail phone call second assassination attempt amid partisan fingerpointing recrimination irresponsible rhetoric leading political violence two presidential candidate shared nice call post watch reveal detail phone call second assassinatio,Kamala Harris,-0.5994,2024-09-18T14:30:45Z
new ad cringe think theyre actually nick aramaredstate nick arama redstate new ad cringe think theyre actually surely wracking endorsement except theyre kind endorsement arent exactly going make people vote inclu,Kamala Harris,0.0,2024-09-24T10:35:01Z
better representing u world stage swing state poll trusted nationally failing convince swing state voter one lead america world stage,Kamala Harris,0.4404,2024-09-24T14:55:56Z
snl weekend update tackle assassination attempt p diddy eric adam indictment im starting worry bullet got little ear jost joked reference latest outlandish smear,Kamala Harris,-0.5994,2024-09-29T05:36:47Z
snl cold open dance longs old biden featuring maya rudolph comedian jim gaffigan tim walz andy samberg doug emhoff dana carvey joe biden,Kamala Harris,0.0,2024-09-29T04:40:56Z
marijuana stance hazier think signaling support marijuana legalization still unclear whether would go biden saul loebafp via getty image ha previously supported federal marijuana legalization continues back reform bu,Kamala Harris,0.0,2024-09-27T09:39:19Z
rudy giulianis daughter give heartbreaking reason endorsing watching dad life crumble since joined force ha extraordinarily painful watching dad life crumble since joined force ha extraordinarily painful,Kamala Harris,-0.4588,2024-10-01T14:00:00Z
inch closer polymarket betting pass billion lead one percentage point prediction market expected carry swing state,Kamala Harris,0.0,2024-09-30T14:43:43Z
supporter declare netflix boycott netflix subscription number fallen since july cofounder endorsed bloomberg ha reported read full article rtcom,Kamala Harris,-0.0516,2024-10-01T14:04:46Z
new proharris ad go peteating lie taking overt racism using ad seems least could future forward largest democraticleaning super pac source huffington post ff pac proharris super pac ha released second ad highlighting racis,Kamala Harris,0.0,2024-09-25T21:22:08Z
fact checking economic promise comment vice president campaigned pittsburgh revealed economic policy plan enact elected president cbs news confirmed executive editor rhona tarrant ha claim,Kamala Harris,0.3182,2024-09-26T16:02:00Z
make another premature victory claim make another premature victory claim could try exploit election night lead year red mirage may weaker wa,Kamala Harris,0.0,2024-09-28T13:00:50Z
levy personal attack wisconsin rally speech prairie du chien wisconsin republican nominee intensified personal attack vice president,Kamala Harris,-0.4767,2024-09-29T02:05:00Z
million illegal migrant crossed u border visit border bbc verify assesses claim biden administration immigation record,Kamala Harris,-0.5574,2024-09-28T17:07:37Z
think faye dunaway communist marxist sunday rally erie pennsylvania rambled knowing difference communism marxism socialism instead evoked movie chinatown clear thing claimed vp ha allowed million billion crim,Kamala Harris,0.0,2024-10-01T01:00:01Z
rudy giulianis daughter took dad please dont let take country nothing experienced prepared public relentless implosion father life writes caroline giuliani announcing support,Kamala Harris,0.3182,2024-09-30T16:22:14Z
think national poll week election good reason supporter dont feel national polling lead big enough electoral college advantage may may recur,Kamala Harris,0.0,2024-09-26T09:00:51Z
taylor swift ha republican seeing red afraid little old republican seems unsurprisingly pissed taylor swift endorsed earlier month recent nbc news poll found percent republican unfavorable view swift significant incr,Kamala Harris,0.4939,2024-09-27T20:40:32Z
head southern border arizona shes losing ground head friday southern border arizona looking recharge candidacy state trail percentage point,Kamala Harris,-0.3818,2024-09-27T09:10:43Z
american woman v maga men election gender battle abortion right flashpoint chicago special informed comment feature american woman reject criminalizing abortion ridiculing unmarried woman predatory sexual harassment racist attack immigrant ha successful rep,Kamala Harris,-0.3818,2024-10-01T04:15:58Z
campaign ha blood hand migrant crime vice president ha blood hand caused increase migrant crime united state according campaign post campaign ha blood hand migrant crime appeared first breitbart,Kamala Harris,0.2732,2024-09-25T00:57:41Z
charlamagne tha god ad supporting taxpayerfunded surgery transgender inmate wa effective popular radio host charlamagne tha god talked impactful ad campaign highlighting vice president previously expressing support taxpayerfunded surgery transgender inmate post charlamagne tha god ad,Kamala Harris,0.7964,2024-10-01T12:04:37Z
whine small crowd size wisconsin wa forced indoor rally wisconsin security concern wildly exaggerated number people waiting outside couldnt get certainly ha turned screw inside brain rally k,Kamala Harris,-0.3612,2024-09-30T17:53:50Z
theyre really leaving wouldnt know size big deal important became agitated presidential debate bluntly said people start leaving rally early exhaustion boredom via huffpost walker attempted,Kamala Harris,0.0,2024-09-29T12:45:57Z
say busy winning sue factchecking abc debate anchor wa called live four lie million viewer debated earlier month,Kamala Harris,0.5267,2024-09-28T17:55:18Z
nancy mace serf slandering migrant fox news faulkner focus south carolina representative described migrant coming country rapist pedophile murderer claiming every state ha become border state rep mace parroting disgraceful rhetoric lie,Kamala Harris,0.0,2024-09-25T21:06:14Z
look cut voter trust border vice president campaigned along southern border douglas arizona friday first trip since becoming presidential nominee cbs news senior white house political correspondent ed okeefe report campaign hope,Kamala Harris,0.296,2024-09-28T00:30:00Z
cnns scott jennings suggests cant expect win network poll show voter remember better scott jennings said doesnt understand anticipate victory given cnns poll,Kamala Harris,-0.0444,2024-09-25T14:01:24Z
ethel cain defends chappell roan refusal endorse ethel cain defends chappell roan people demanding endorse harrisyall stupid enough scream fck israel year rightfully go happily vote like didnt get debate stage,Kamala Harris,0.3182,2024-09-27T01:00:21Z
doesnt care white people hurricane helene katrina moment wont victim white supporter,Kamala Harris,-0.3875,2024-09-30T20:02:35Z
hart campaign waning men hallelujah waning men currently assassination attempt let take time evaluate campaign,Kamala Harris,0.6124,2024-09-25T20:17:02Z
giulianis daughter endorses rudy giulianis daughter caroline rose giuliani endorsed writing vanity fair ha watched father life crumble since joined force trumpgiulianis wrote first term wa worst thing ever h,Kamala Harris,0.34,2024-09-30T22:07:07Z
maga prophet push antiharris nonsense credit god selfproclaimed evangelical maga prophet mario murillo claimed god spoke compelled prophesize vp daughter lie coming back loses convicted felon admitting sexually,Kamala Harris,0.25,2024-09-26T00:11:02Z
ga governor expose lie biden held press event georgia used attack bidenharris administration supposedly failing respond need georgia aftermath hurricane helene governor brian kemp told entirely different story went,Kamala Harris,-0.1531,2024-10-01T14:31:52Z
scientific american endorses second time year history prestigious magazine scientific american issued presidential endorsement endorsed endorsement history wa four year ago joe biden magazine care deeply,Kamala Harris,0.34,2024-09-30T13:00:00Z
want lock jonathan chait obviously none particular allegation harris case hasnt even managed manufacture pretextual criminal allegation matter slightest view law fully relativist action taken,Kamala Harris,0.0772,2024-09-30T16:04:56Z
huge development cnn polling expert highlight potential secret weapon decade republican relied upon older voter turning large number make deficit younger votershowever cnn polling expert harry enten thursday highlighted polling showing could actually reverse elec,Kamala Harris,0.3612,2024-09-26T16:32:49Z
rage gavin newscum fake photo ops statement iran attacking israel took truth social tuesday attack president joe biden vice president iranian missile raining israel post rage gavin newscum fake photo ops statement iran attacking,Kamala Harris,-0.8658,2024-10-01T18:35:57Z
double calling mentally impaired definitely something missing doubled claiming vice president wa born mentally impaired speaking supporter rally sunday post double calling mentally impaired definitely something missi,Kamala Harris,0.128,2024-09-29T20:03:11Z
matt barnes asks people questioning blackness like new podcast interview matt barnes asked vp people questioning black identity infamously got detailed response post matt barnes asks people questioning blackness like new podcast inter,Kamala Harris,0.2732,2024-09-30T16:40:27Z
woke economist endorsement prioritizes ideology reality despite existing data exposing economic disaster economist turning misinformation hurt,Kamala Harris,0.3182,2024-09-27T11:20:18Z
bust laughing msnbc host asks mcdonalds rant vp busted laughing msnbc host stephanie ruhle asked recent rant mcdonalds working fry station post bust laughing msnbc host asks mcdonalds rant first appeared,Kamala Harris,0.2023,2024-09-26T11:52:43Z
sarah huckabee sander considers womens health single issue fox news sarah huckabee sander castigated left instead behavior towards woman explain woman overwhelmingly support host john robert read latest polling number show vp way front,Kamala Harris,0.0,2024-09-25T20:00:01Z
new yorker endorses president new yorkers editor although made extraordinary inroad electorate responsible assessment contest ha luxury focussing imperative administration gliding past ramification ano,Kamala Harris,0.34,2024-09-29T10:00:00Z
fox news poll ahead point georgia dana blantonfox news dana blanton fox news fox news poll ahead point georgia georgian trust helping middle class point headtohead matchup vice president top former president,Kamala Harris,0.0,2024-09-27T01:25:03Z
zelensky trashed pennsylvania mcconnell rewarded photoop mcconnell met zelensky house colleague opened investigation foreign leader campaign stop pennsylvania,Kamala Harris,0.4939,2024-09-26T20:28:07Z
rack celebrity support see opening attack matt dixonnbc news matt dixon nbc news rack celebrity support see opening attack celebrity flocking endorse campaign ha tried portray vice president campaign touch ordinary,Kamala Harris,-0.1027,2024-09-25T14:15:05Z
green pres vp candidate jill stein butch ware gaza fighting two zombie political party democracy speaks green party presidential ticket jill stein running mate butch ware green party suffered setback friday u supreme court declined request put stein ballot nevada democratic p,Kamala Harris,0.0516,2024-09-25T12:24:30Z
melania reacts vp replacing biden democratic nominee country suffering fox news fox news melania reacts vp replacing biden democratic nominee country suffering bidenharris record speaks good way according former first lady melania asked vice presi,Kamala Harris,-0.4767,2024-09-26T17:45:08Z
chance taking swing state new poll continues receive good sign north carolina poll show neckandneck former president,Kamala Harris,0.25,2024-09-27T22:10:55Z
compete latino vote different way nnamdi egwuonwunbc news nnamdi egwuonwu nbc news compete latino vote different way seeking advantage economy especially among younger men spending vastly targeted advertising outreach tucson,Kamala Harris,0.0,2024-09-29T18:00:06Z
took dad rudy giulianis daughter lament father maga turn rudy giulianis daughter caroline giuliani endorsed vice president lamented father relationship monday post took dad rudy giulianis daughter lament father maga turn first appeared mediaite,Kamala Harris,-0.4588,2024-10-01T02:04:55Z
u election immigration remains major issue voter trust border security immigration remains significant issue many voter try anything different predecessor,Kamala Harris,0.6908,2024-09-25T14:26:26Z
melania record speaks former first lady discussed husband democratic rival rare interview fox news promote new book,Kamala Harris,0.0,2024-09-26T11:19:02Z
look fell coconut tree maya rudolph lampoon also get skewered rollicking snl open one snls storied alum returned studio h saturday delivered rollicking sendup vice president post look fell coconut tree maya rudolph lampoon also get skewer,Kamala Harris,0.0,2024-09-29T13:36:10Z
biden slam view appearance social redeeming value president biden discusses decision step criticizes reflects legacy support,Kamala Harris,-0.0516,2024-09-25T17:42:55Z
take shot small rally answering union support question msnbc interview vp took shot rally msnbc host stephanie ruhle asked national teamster union labor support peeling post take shot small rally answering union support question,Kamala Harris,0.4019,2024-09-26T12:46:17Z
like msnbc score one interview get fawning fox news chat reg vp opening medium strategy pair new interview set drop msnbc host stephanie ruhle popular sport podcast post like msnbc score one interview get fawning fox new,Kamala Harris,0.3612,2024-09-25T21:28:04Z
chance winning florida increase poll tighten still leading florida poll favorite win betting market race tightening,Kamala Harris,0.7717,2024-10-01T18:08:55Z
slump taylor swift loses million spotify listener endorsement pop star youtube viewership took even bigger hit postendorsement post slump taylor swift loses million spotify listener endorsement appeared first thewrap,Kamala Harris,0.2023,2024-10-01T15:13:49Z
raise million california fundraiser skylar woodhousebloomberg skylar woodhouse bloomberg raise million california fundraiser event san francisco los angeles pad advantage vice president urge celebrity attendee activate network raised milli,Kamala Harris,0.0,2024-09-30T03:50:00Z
see rip itty bitty piece border speech damn good prefers run problem instead fixing problem,Kamala Harris,0.0516,2024-09-28T19:30:48Z
handle world leader better stanley mcchrystal oped new york time general stanley mcchrystal endorsed said would better handling world leader,Kamala Harris,0.4404,2024-09-27T11:27:27Z
chappell roan spark outrage nonendorsement mispronouncing singersongwriter chappell roan attempting clarify political stance ahead presidential election nonendorsement vice president stoked outrage among democratic fan last week new tiktok attempted,Kamala Harris,-0.34,2024-09-26T18:08:08Z
iran hack assassination plot act war lindsey graham say graham urged president joe biden vice president something alleged iranian plot,Kamala Harris,-0.8316,2024-09-25T01:45:27Z
fact check ship semiconductor china military use said wednesday policy made easier china acquire advanced semiconductor chip,Kamala Harris,0.0,2024-09-25T22:27:21Z
lead critical swing statesnew poll vice president clearest path victory includes michigan pennsylvania polling show ahead,Kamala Harris,-0.3182,2024-09-26T17:36:24Z
family jocelyn nungaray rachel morin blame border policy death three mother spoke behalf campaign friday ahead visit southwest border arizona,Kamala Harris,-0.743,2024-09-27T21:08:51Z
stunner campaign promotes endorsement economic opinion campaign ha posted online statement supporting comment,Kamala Harris,0.5719,2024-09-25T21:16:10Z
antenna netflix cancellation spiked day late july reed hastings endorsed announced super pac donation lucas shawbloomberg lucas shaw bloomberg antenna netflix cancellation spiked day late july reed hastings endorsed announced super pac donation rate cancellation almost tripled backer called action aga,Kamala Harris,0.7096,2024-09-30T09:25:04Z
republican continue file lawsuit gain election control arizona advocacy group founded creepy dangerous stephen miller advancing bold legal theory judge throw election result failure irregularity local official course republican charge via,Kamala Harris,0.3612,2024-09-30T18:18:10Z
personally triggered cnn morning crew stunned obsession mcdonalds cnns morning show crew tore apart rant protector lonely woman never think abortion win post personally triggered cnn morning crew stunned obsession,Kamala Harris,-0.4215,2024-09-25T14:55:10Z
fox news host say holding debate brett baier said tuesday believed would agree appear fox news debate former president,Kamala Harris,0.0,2024-09-25T22:01:30Z
accuse playing political game immigration border visit myah wardpolitico myah ward politico accuse playing political game immigration border visit vice president making first trip southern border democratic nominee vice president make first,Kamala Harris,0.0,2024-09-27T09:45:04Z
gaining two swing state fox news poll wa found lead north carolina pennsylvania within margin error,Kamala Harris,0.4215,2024-09-28T02:45:51Z
top chef padma lakshmi tout cooking passion presidential endorsement skill kitchen earned endorsement worldfamous chefpadma lakshmi host taste nation former top chef judge laid quality wellknown taste cooking bring presidencya,Kamala Harris,0.6808,2024-09-24T10:40:35Z
campaign confronts new ad truth social vice president campaign posted new ad saturday urging agree second debate,Kamala Harris,0.1027,2024-09-29T14:44:25Z
jessica tarlov hit back hard fox news cohosts bashing bidenharris praising hurricane helene response fox news host jessica tarlov hit back cohosts bashed president biden vice president rattling stunning stream rejoinder post jessica tarlov hit back hard fox news cohosts bashing bidenharris praising,Kamala Harris,0.4767,2024-10-01T15:55:09Z
rage fake news reporter mcdonalds story rally rant vow next week hell try french fry job raged fake news reporter failing report baseless assertion vp lied working mcdonalds post rage fake news reporter mcdonalds story rally rant vow next week hell try french,Kamala Harris,-0.9287,2024-09-24T16:55:41Z
something wrong former advisor warns former president ha lost fighting spirit anthony scaramucci wa pretty sure would clamoring second debate vice president seems sure post something wrong former advisor warns former president ha lost fighting spi,Kamala Harris,-0.6369,2024-09-24T13:17:33Z
launch multimilliondollar tv ad blitz hitting concept plan health care sahil kapurnbc news sahil kapur nbc news launch multimilliondollar tv ad blitz hitting concept plan health care democratic nominee opening aggressive new front health care seeing winning issue attract voter paint,Kamala Harris,0.4939,2024-10-01T12:05:10Z
netflix cancellation spiked reed hastings donated lucas shawbloomberg lucas shaw bloomberg netflix cancellation spiked reed hastings donated rate cancellation almost tripled backer called action streaming service say goodbye another tough week hollywood,Kamala Harris,0.0,2024-09-30T19:10:05Z
vc power player ben horowitz say hell donate read memo ben horowitz cofounder andreessen horowitz showed support campaign email az employee show relationship,Kamala Harris,-0.6808,2024-10-05T01:26:58Z
springsteen endorses call dangerous candidate president lifetime last month received endorsement pop superstar taylor swift today presidential candidate got support new jersey legend bruce springsteen new instagram post,Kamala Harris,-0.1779,2024-10-03T23:10:33Z
tech vc ben horowitz flip make significant donation horowitz wa one several tech executive supported campaign summer planned donate presidential candidate alongside fellow andreessen horowitz cofounder marc andreessen,Kamala Harris,0.2023,2024-10-05T14:57:24Z
strange apprentice bedfellow biopic director boost roger stone praise jeremy strongs uncanny roy cohn performance thought liz cheney singing electoral choirbook last week wa political headturner wait see apprentice director ali abbasi linking proving political artistic bedfellow,Kamala Harris,0.6705,2024-10-08T21:57:33Z
threatening deport legal immigrant official doanld plan massive deportation would apply legal immigrant well undocumented immigrant exclusive interview newsnation said planned strip legal status haitian immigrant spri,Kamala Harris,-0.4404,2024-10-03T13:25:55Z
attend two fundraiser texas week latest news live update election president biden tour hurricane helene damage,Kamala Harris,0.0,2024-10-02T12:00:05Z
elon musk isnt apologizing post assassination xtucker carlson elon musk offered explanation controversial post x last month one even trying assassinate joe biden harrisin lengthy sitdown fellow supporter tucker carlson musk told former fo,Kamala Harris,0.5216,2024-10-08T00:32:43Z
ha outfoxed change candidate critical come across representing change unpopular biden administration poll show beginning look fresher persuadable voter tired act could change,Kamala Harris,0.34,2024-10-08T16:59:15Z
v poll rock fight ha slight advantage poll show harristrump rock fight without much recent movement may come ground game could small crucial edge,Kamala Harris,0.2023,2024-10-03T17:44:53Z
hit back republican repeated attack childless status call daddy new interview call daddy podcast host alex cooper vice president spoke length relationship modern family opening helping raise stepchild child divorce,Kamala Harris,-0.4767,2024-10-06T20:52:55Z
watch minute interview watch vice president discusses economy immigration ongoing war mideast difference former president election interview,Kamala Harris,0.0,2024-10-07T23:55:32Z
liz cheney go bat gop rep liz cheney joined vice president campaign trail wisconsin birthplace republican party didnt like,Kamala Harris,0.0,2024-10-05T10:00:00Z
vp make case president election interview vice president discusses economy immigration ongoing ukraine mideast war difference former president,Kamala Harris,0.0,2024-10-08T00:01:00Z
scoop interview choice showcase new medium landscape plus interview team behind nutter butter fever dream buttigieg musk show value picking phone less month presidential election candidate picking interview schedule vice presid,Kamala Harris,0.1531,2024-10-07T14:33:27Z
bruce springsteen endorses president source dangerous candidate president lifetime walz committed vision country respect includes everyone regardless class religion race politica,Kamala Harris,0.34,2024-10-04T22:38:38Z
censorship threat democracy vance democratic nominee want silence accuses misinformation republican vicepresidential candidate ha said read full article rtcom,Kamala Harris,-0.5267,2024-10-02T06:41:24Z
campaign liz cheney vice president thursday appeared one highestprofile republican endorse former rep liz cheney come former first lady melania unexpectedly came favor abortion right video promoting upcoming,Kamala Harris,0.0,2024-10-03T23:58:00Z
giulianis daughter reveals dad reacted endorsement msnbc caroline giuliani daughter former new york city mayor ardent supporter rudy giuliani ha revealed father responded endorsement harrisgiuliani said ha forced open conversation,Kamala Harris,0.3182,2024-10-06T21:10:31Z
extrump aide get emotional liz cheney speaking abcscreengrab liz cheney ha big fan one view cohosts alyssa farah griffin whose voice seemed crack friday show lauded former congresswoman whats righti watched person person admired looked,Kamala Harris,0.1531,2024-10-04T17:19:37Z
republican senator think electing total fiasco jeff flake endorsing day wa clear seen much know wont respect rule law attack democracy flake like republican whove chosen stand country partyjoe,Kamala Harris,-0.5106,2024-10-02T11:52:19Z
eugenics attack migrant murder gene interview hugh hewitt reiterated fascination eugenics insanely claimed migrant coming country murder gene wa rambling disassembling attack vp addled brain went,Kamala Harris,-0.8316,2024-10-07T16:59:05Z
lara tell kristen welker wa joking around calling mentally disabled lara told nbcs kristen welker joking around attack vp running mate mentally disabled moron post lara tell kristen welker wa joking around calling,Kamala Harris,0.2263,2024-10-02T19:02:24Z
campaigning liz cheney show effort win antitrump republican rep liz cheney campaigning thursday ripon wisconsin widely known birthplace republican party,Kamala Harris,0.5859,2024-10-03T21:28:01Z
everywhere anxious dems wonder isnt politico politico everywhere anxious dems wonder isnt everywhere democrat increasingly wondering isnt democratic operative including staffer growing increasingly concerned,Kamala Harris,-0.25,2024-10-05T13:45:02Z
view reveals commercial break right cohost blurts racist view revealed vp wa commercial break right one cohosts blurted racist post view reveals commercial break right cohost blurts,Kamala Harris,-0.6124,2024-10-08T18:47:38Z
cnn crew crack van jones say melania onstage next week abortion bomb cnn analyst van jones drew laugh said melania would onstage vp next week big abortion announcement post cnn crew crack van jones say melania onstage next w,Kamala Harris,-0.4939,2024-10-03T14:53:19Z
kidding rip full lie asked abortion execute baby whopper vp ripped asked lie state allow people execute baby born saying guy full lie post kidding rip full lie asked abortion exec,Kamala Harris,0.1027,2024-10-07T13:54:35Z
liz cheney stupid warhawk want shoot missile people said former wyoming congresswoman campaigned thursday,Kamala Harris,-0.5267,2024-10-04T11:27:13Z
